"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 12:03:14 GMT 2021","Fri Aug 13 12:03:15 GMT 2021","142","","gameTest.GLoginTest","","gameTest.GLoginTest","testSuccessfullLogin","TCG01 Testing to successful login",""
"broken","Fri Aug 13 12:03:14 GMT 2021","Fri Aug 13 12:03:14 GMT 2021","136","","gameTest.GLoginTest","","gameTest.GLoginTest","testLoginWithInvalidEmailFormat","TCG03 Testing try to login with invalid e-mail format",""
"broken","Fri Aug 13 12:02:49 GMT 2021","Fri Aug 13 12:02:59 GMT 2021","10388","","login.PLoginTests","","login.PLoginTests","testLoginWithInvalidEmailaddress","testLoginWithInvalidEmailaddress()",""
"broken","Fri Aug 13 12:02:43 GMT 2021","Fri Aug 13 12:02:48 GMT 2021","5759","","Search.SearchTest","","Search.SearchTest","testCardsContent","TCJ02 Testing to count Valid Job cards",""
"broken","Fri Aug 13 12:03:15 GMT 2021","Fri Aug 13 12:03:15 GMT 2021","135","","gameTest.GLoginTest","","gameTest.GLoginTest","testLoginDocument01Exists","TCG04 Testing to read terms and conditions",""
"broken","Fri Aug 13 12:02:59 GMT 2021","Fri Aug 13 12:03:06 GMT 2021","7044","","login.SignInTest","","login.SignInTest","testSuccessfulSignin","testSuccessfulSignin()",""
"broken","Fri Aug 13 12:02:49 GMT 2021","Fri Aug 13 12:02:49 GMT 2021","142","","Search.SearchTest","","Search.SearchTest","testSimpleSearch","TCJ01 Testing to count Job cards",""
"broken","Fri Aug 13 12:02:59 GMT 2021","Fri Aug 13 12:03:06 GMT 2021","7048","","login.PLoginTests","","login.PLoginTests","testSuccessfulLogin","testSuccessfulLogin()",""
"broken","Fri Aug 13 12:02:43 GMT 2021","Fri Aug 13 12:02:59 GMT 2021","16156","","login.SignInTest","","login.SignInTest","testSigninWithIncorrectEmail","testSigninWithIncorrectEmail()",""
"broken","Fri Aug 13 12:03:06 GMT 2021","Fri Aug 13 12:03:14 GMT 2021","8185","","login.DropdownTest","","login.DropdownTest","testSelectWorkingStatus","testSelectWorkingStatus()",""
"broken","Fri Aug 13 12:03:15 GMT 2021","Fri Aug 13 12:03:15 GMT 2021","136","","gameTest.GLoginTest","","gameTest.GLoginTest","testLoginWithoutCheckboxClicked","TCG02 Testing try to login without accept terms and conditions",""
